DESTINO,ORIGEN,CANTI,FOBDOL,FOBPES
ITA,BOG,11700,2979,11888832
ITA,BOG,100490,17578,69446123
ITA,BOG,600,114,458646
ITA,BOG,200,40,158235
ITA,BOG,6240,5723,22841730
ITA,BOG,132,782,3128834
ITA,BOG,500,50,197427
ITA,BOG,30525,12370,49012808
ITA,BOG,8100,2682,10790249
ITA,BOG,7600,1216,4892223
ITA,BOG,1550,11408,45896780
ITA,BOG,396,3780,15207734
ITA,BOG,1,28323,110896724
ITA,BOG,27300,3822,15253143
ITA,BOG,8250,1402,5515457
ITA,BOG,82340,13852,54473450
ITA,BOG,43440,11572,45775861
ITA,BOG,2,388,1527418
ITA,BOG,2,29866,119420579
ITA,BOG,864,4022,15627712
ITA,BOG,14675,3522,13790144
ITA,BOG,280,39,153485
ITA,BOG,1230,517,2022711
ITA,BOG,90,170,664135
ITA,BOG,78770,12527,50031035
ITA,BOG,41927,13117,51953211
ITA,BOG,10975,2634,10340478
ITA,BOG,1000,180,719984
ITA,BOG,15725,4825,18995842
ITA,BOG,98000,17875,70585494
ITA,BOG,15050,3612,14179881
ITA,BOG,12550,1669,6604426
ITA,BOG,26920,6658,26567499
ITA,BOG,67520,15733,62744890
ITA,BOG,244915,79479,316668377
ITA,BOG,7200,1183,4709704
ITA,BOG,12900,2206,8784997
ITA,BOG,5775,1444,5711302
ITA,BOG,20,58,229441
ITA,BOG,740,111,439103
ITA,BOG,120,26,104435
ITA,BOG,19950,8939,35452423
ITA,BOG,29750,11850,46724906
ITA,BOG,35,405,1589937
ITA,BOG,17,3966,15693302
ITA,BOG,26,6308,24959242
ITA,BOG,12,2376,9401262
ITA,BOG,54,11932,48267565
JAM,BOG,3260,522,2085623
JAM,BOG,1230,709,2836743
JAM,BOG,24,336,1343499
JAM,BOG,371,1312,5226809
JAM,BOG,181,550,2189856
JAM,BOG,75,154,612688
JAM,BOG,94,326,1298427
JAM,BOG,61,260,1035898
JAM,BOG,14000,42270,169076196
JAM,BOG,16,43,172736
JAM,BOG,52,492,1965668
JAM,BOG,25,78,309885
JAM,BOG,57,2046,8150521
JAM,BOG,40,1547,6161535
JAM,BOG,1350,157,615844
JAM,BOG,2800,375,1475508
JAM,BOG,4375,980,3853938
JAM,BOG,1296,1388,5458514
JAM,BOG,710,185,725956
JAM,BOG,450,149,589912
JAM,BOG,75,94,372545
JAM,BOG,35,44,174525
JAM,BOG,58,423,1670430
JAM,BOG,300,338,1337385
JAM,BOG,8,625,2474874
JAM,BOG,93,3735,14777470
JAM,BOG,10,794,3142696
JAM,BOG,142,2139,8464222
JAM,BOG,4,69,271434
JAM,BOG,500,35,138487
JAM,BOG,13100,3645,14447949
JAM,BOG,25100,3765,14947364
JAM,BOG,136,3930,15548191
JAM,BOG,1050,139,553422
JAM,BOG,11500,1441,5731301
JAM,BOG,2350,570,2275708
JAM,BOG,448,480,1919197
JAM,BOG,160,38,150673
JAM,BOG,240,73,293753
JAM,BOG,2910,772,3068688
JAM,BOG,4750,1296,5150798
JAM,BOG,10018,2739,10882423
JAM,BOG,51304,12948,51665722
JAM,BOG,4260,2104,8403638
JAM,BOG,2266,1813,7317362
JAM,BOG,2360,334,1323616
JAM,BOG,340,163,644017
JAM,BOG,33,223,882952
JAM,BOG,3150,962,3844567
JAM,BOG,2800,539,2155197
JAM,BOG,960,398,1582743
JAM,BOG,535,273,1088615
JAM,BOG,204,1570,6190220
JAM,BOG,279,4901,19191128
JAM,BOG,151,9536,37601050
JAM,BOG,9,540,2129236
JAM,BOG,2,7120,28479359
JAM,BOG,3828,95954,383672229
JPN,BOG,90,1440,5759179
JPN,BOG,151,2774,11095859
JPN,BOG,27,1250,4998968
JPN,BOG,30,1282,5072250
JPN,BOG,16600,2822,11078523
JPN,BOG,200,2,7852
JPN,BOG,19080,21556,85848761
JPN,BOG,9800,3842,15198491
JPN,BOG,43010,27329,108920055
JPN,BOG,93,651,2555735
JPN,BOG,4,51,203246
JPN,BOG,2190,2603,10204970
JPN,BOG,9560,4192,16473614
JPN,BOG,111,43,171056
JPN,BOG,15,2,5999
JPN,BOG,29906,10084,40330252
JPN,BOG,11100,2424,9384395
JPN,BOG,9805,5089,19976673
JPN,BOG,3257,1930,7637338
JPN,BOG,27840,11353,45307543
JPN,BOG,64200,11556,46103240
JPN,BOG,169200,31760,126746215
JPN,BOG,10980,1795,7220053
JPN,BOG,11920,1785,7137340
JPN,BOG,961,7360,29430233
JPN,BOG,43100,16086,64210627
JPN,BOG,9600,1752,6782780
JPN,BOG,257600,51561,204867614
JPN,BOG,3408,9420,36883037
JPN,BOG,102990,18173,72338338
JPN,BOG,147140,25500,102179630
JPN,BOG,91400,16176,64694164
JPN,BOG,240,2,9656
JPN,BOG,111875,19965,79557938
JPN,BOG,993400,174732,697031970
JPN,BOG,3900,640,2547623
JPN,BOG,16560,6610,26359129
JPN,BOG,184550,33553,132211294
JPN,BOG,1020055,194033,769898673
JPN,BOG,54750,9183,36692466
JPN,BOG,186275,33961,136573047
JPN,BOG,80,176,703738
JPN,BOG,65972,67551,269890576
JPN,BOG,3800,1594,6414606
JPN,BOG,8245,20192,80737914
JPN,BOG,300,6,23741
JPN,BOG,300,6,23741
JPN,BOG,2160,684,2729762
JPN,BOG,60050,10623,42380990
JPN,BOG,437400,75546,301465982
JPN,BOG,906784,152540,602098399
JPN,BOG,1213026,203355,803902716
JPN,BOG,1155,2426,9496875
JPN,BOG,21400,8132,32515883
JPN,BOG,82375,14598,58728808
JPN,BOG,272530,44648,179629889
JPN,BOG,2100,501,2015628
JPN,BOG,5120,819,3262464
JPN,BOG,1280,647,2585831
JPN,BOG,551,25550,100884684
JPN,BOG,2000,15760,61707177
JPN,BOG,740,5741,22480050
JPN,BOG,1,50,195772
JPN,BOG,2,200,791352
JPN,BOG,880,14,55992
JPN,BOG,1,100,395676
JPN,BOG,45600,8088,32267480
JPN,BOG,40240,7243,28897109
JPN,BOG,63360,25986,103899597
JPN,BOG,202750,36918,143097760
JPN,BOG,1319205,261007,1029522963
JPN,BOG,8241,20530,81904464
JPN,BOG,2934,952,3798850
JPN,BOG,24883,11557,46013644
JPN,BOG,38300,1340,5314095
JPN,BOG,31004,1705,6747806
JPN,BOG,2840,707,2845214
JPN,BOG,93900,16563,66636427
JPN,BOG,127500,21011,84531665
JPN,BOG,40320,5645,22330151
JPN,BOG,418,109449,428540994
JPN,BOG,51344,22785,90109289
JPN,BOG,2,100,393198
JPN,BOG,5,300,1198209
JPN,BOG,500,5,19784
JPN,BOG,400,8,31654
JPN,BOG,2203,4,15946
JPN,BOG,1058,70,276353
JPN,BOG,8,2,9892
JPN,BOG,2700,459,1846653
JPN,BOG,4200,714,2872572
JPN,BOG,26300,4070,16115989
JPN,BOG,15300,2372,9383456
JPN,BOG,88,130,513944
JPN,BOG,39500,6395,25579464
JPN,BOG,86000,12334,47821220
JPN,BOG,73850,10917,42465675
JPN,BOG,89365,16794,66259225
JPN,BOG,50312,10152,39975571
JPN,BOG,6200,948,3774752
JPN,BOG,22560,6363,25446073
JPN,BOG,9200,1288,4922800
JPN,BOG,3000,840,3210522
JPN,BOG,1120,448,1772234
JPN,BOG,95,1550,6002296
JPN,BOG,42550,6224,24436575
JPN,BOG,235750,34080,133861278
JPN,BOG,320,114,452020
JPN,BOG,60,92,363231
JPN,BOG,1246,1857,7187502
JPN,BOG,56,162,628723
JPN,BOG,1404624,233614,929027352
JPN,BOG,2321568,422727,1679264185
JPN,BOG,400,72,286740
JPN,BOG,684,1560,6239695
JPN,BOG,15200,2280,9118700
JPN,BOG,19380,5549,21386355
JPN,BOG,159925,31812,127227373
JPN,BOG,59500,10346,39778058
JPN,BOG,1470,1573,6185571
JPN,BOG,2132,10800,42733008
JPN,BOG,70,1,5632
JPN,BOG,24000,3659,14591867
JPN,BOG,35200,4685,18656394
JPN,BOG,980,245,979860
JPN,BOG,9608,14316,57255520
JPN,BOG,5386,15619,62468697
JPN,BOG,6380,957,3827455
JPN,BOG,10,45,180374
JPN,BOG,122,448,1734410
JPN,BOG,431410,79829,316487370
JPN,BOG,747080,141973,563245512
JPN,BOG,600,168,669169
JPN,BOG,54060,14433,57488645
JPN,BOG,73400,13242,52054601
JPN,BOG,126680,17933,68967867
JPN,BOG,600,97,388791
JPN,BOG,39200,5018,19985853
JPN,BOG,3405,1262,5049474
JPN,BOG,1171210,213855,852150622
JPN,BOG,1220790,221130,880901911
JPN,BOG,50400,7560,29756891
JPN,BOG,4250,1700,6797467
JPN,BOG,4350,783,3031345
JPN,BOG,77750,14948,58623255
JPN,BOG,820,3780,14839411
JPN,BOG,100,1899,7564400
JPN,BOG,10680,3839,14864355
JPN,BOG,150,19,73674
JPN,BOG,9920,4000,15485800
JPN,BOG,145,24087,92610477
JPN,BOG,1,2,7979
JPN,BOG,66,12614,49899668
JOR,BOG,1000,19750,77533958
KAZ,BOG,240,156,617255
KAZ,BOG,50009,36824,145830064
KAZ,BOG,80,34,136113
KAZ,BOG,3,3,11870
KAZ,BOG,19804,15133,59949400
KAZ,BOG,710,84,333020
KAZ,BOG,2,24,94765
KAZ,BOG,40,0,1600
KAZ,BOG,890,543,2141201
KAZ,BOG,250,42,168125
KAZ,BOG,8400,1548,6123702
KAZ,BOG,600,90,356029
KAZ,BOG,4340,1495,5913249
KAZ,BOG,16770,11195,44416876
KAZ,BOG,800,214,846558
KAZ,BOG,6,52,205706
KAZ,BOG,30,0,1175
KAZ,BOG,4110,3331,13076347
KAZ,BOG,47904,39751,156867062
KAZ,BOG,4277,2846,11324369
KAZ,BOG,120,3,11978
KAZ,BOG,60,1,2394
KAZ,BOG,80,2,6383
KAZ,BOG,23978,21029,83180962
KAZ,BOG,57202,44249,175498040
KAZ,BOG,300,3,12039
KAZ,BOG,310,1,4063
KAZ,BOG,1193,1540,6046667
KAZ,BOG,10860,8127,32113625
KAZ,BOG,12768,7993,31999945
KAZ,BOG,35,0,1399
KAZ,BOG,11140,7798,30992059
KAZ,BOG,5200,832,3327526
KAZ,BOG,28725,18425,73508349
KAZ,BOG,100,1,4000
KAZ,BOG,160,3,12800
KAZ,BOG,400,48,189265
KAZ,BOG,94,992,3913457
KAZ,BOG,12,78,307556
KAZ,BOG,5250,840,3351222
KAZ,BOG,45150,7652,30526042
KAZ,BOG,6150,1930,7718900
KAZ,BOG,20500,3775,15011230
KAZ,BOG,368250,58315,233034716
KAZ,BOG,10925,2728,10838050
KAZ,BOG,48670,8405,33692117
KAZ,BOG,256600,45358,180969549
KAZ,BOG,87750,24958,99667619
KAZ,BOG,2410,1868,7468162
KAZ,BOG,6630,5774,22912861
KAZ,BOG,120,1026,4045352
KAZ,BOG,800,8,31995
KAZ,BOG,450,4,16449
KAZ,BOG,450,4,16449
KAZ,BOG,9600,1536,6076232
KAZ,BOG,13600,2600,10358368
KAZ,BOG,1714,5374,21487993
KAZ,BOG,10,68,269899
KAZ,BOG,6500,1175,4592603
KAZ,BOG,112000,18346,72821933
KAZ,BOG,97186,34512,135495521
KAZ,BOG,18850,3012,11981979
KAZ,BOG,222250,33122,131128227
KAZ,BOG,68,172,687744
KAZ,BOG,56192,19577,78005155
KAZ,BOG,1995,1301,5203058
KAZ,BOG,7625,6279,24681590
KAZ,BOG,2800,420,1656073
KAZ,BOG,350,52,207009
KAZ,BOG,8,48,189265
KAZ,BOG,17925,5679,22848815
KAZ,BOG,1080,247,992124
KAZ,BOG,42100,22799,91036588
KAZ,BOG,400,76,303993
KAZ,BOG,1350,1274,5076690
KAZ,BOG,100,30,119983
KAZ,BOG,18480,3359,13307931
KAZ,BOG,233050,36330,145582698
KAZ,BOG,71750,21916,86108188
KAZ,BOG,21610,3857,15516314
KAZ,BOG,605825,110160,442357830
KAZ,BOG,955,2726,10898939
KAZ,BOG,127985,97393,388265429
KAZ,BOG,17950,14289,57148719
KAZ,BOG,3670,7920,31695814
KAZ,BOG,16,140,553996
KAZ,BOG,1050,9,36995
KAZ,BOG,300,84,331215
KAZ,BOG,1946,350,1400958
KAZ,BOG,24,91,362785
KAZ,BOG,25450,10313,41245322
KAZ,BOG,6800,1228,4884846
KAZ,BOG,99600,15746,62867888
KAZ,BOG,52300,13974,55886435
KAZ,BOG,29600,11905,47049461
KAZ,BOG,3200,616,2478297
KAZ,BOG,63500,11207,44911247
KAZ,BOG,93214,32359,129228022
KAZ,BOG,782,780,3067377
KAZ,BOG,1356,1267,5024305
KAZ,BOG,400,168,671904
KAZ,BOG,9200,1702,6778215
KAZ,BOG,960,317,1267019
KAZ,BOG,43350,13091,51429541
KAZ,BOG,10650,1815,7271992
KAZ,BOG,414700,61316,244928030
KAZ,BOG,156940,37454,149473621
KAZ,BOG,3905,2795,11282578
KAZ,BOG,1060,780,3109120
KAZ,BOG,2600,408,1641470
KAZ,BOG,7400,1110,4465763
KAZ,BOG,10800,1447,5602762
KAZ,BOG,170650,23205,89870309
KAZ,BOG,475,79,305264
KAZ,BOG,80,20,81598
KAZ,BOG,3200,512,2047237
KAZ,BOG,29200,4633,18525097
KAZ,BOG,25700,4353,17193395
KAZ,BOG,12,22,85447
KAZ,BOG,16900,5193,20423649
KAZ,BOG,202810,35479,139973233
KAZ,BOG,14540,2181,8611766
KAZ,BOG,4400,598,2367725
KAZ,BOG,74950,10039,39720727
KAZ,BOG,2000,300,1199553
KAZ,BOG,7000,1092,4366373
KAZ,BOG,21557,6171,24284498
KAZ,BOG,3000,450,1776843
KAZ,BOG,4400,712,2846939
KAZ,BOG,1325,401,1605002
KAZ,BOG,13700,1948,7791097
KAZ,BOG,420,63,248758
KAZ,BOG,6000,648,2591942
KAZ,BOG,2600,416,1663380
KAZ,BOG,39150,6237,24938707
KAZ,BOG,100,24,95998
KAZ,BOG,540,184,734383
KAZ,BOG,1500,638,2549637
KAZ,BOG,32750,5270,21073747
KAZ,BOG,56750,9424,37692628
KAZ,BOG,4500,540,2145686
KAZ,BOG,38350,3855,15287435
KAZ,BOG,3450,552,2207178
KAZ,BOG,22800,3540,14154725
KAZ,BOG,7000,2876,11473946
KAZ,BOG,18950,5820,23281436
KAZ,BOG,30200,4984,19937551
KAZ,BOG,451555,71835,287334775
KAZ,BOG,1200,320,1279971
KAZ,BOG,139004,59796,236549430
KAZ,BOG,4000,612,2447088
KAZ,BOG,151536,26511,105309203
KAZ,BOG,2270,970,3834392
KAZ,BOG,180,80,318124
KAZ,BOG,192,710,2805043
KAZ,BOG,2400,396,1583410
KAZ,BOG,3000,489,1955271
KAZ,BOG,15900,2075,8241424
KAZ,BOG,450,88,350763
KAZ,BOG,104,154,614741
KAZ,BOG,600,153,611986
KAZ,BOG,48,65,258297
KAZ,BOG,2000,316,1263529
KAZ,BOG,56800,8880,35506769
KAZ,BOG,450,4,17997
KAZ,BOG,72710,23398,92458972
KAZ,BOG,27850,4346,17377924
KAZ,BOG,362434,55002,217720221
KAZ,BOG,10,31,122405
KAZ,BOG,5100,882,3487680
KAZ,BOG,390,247,985846
KAZ,BOG,918,402,1592460
KAZ,BOG,12,92,367192
KAZ,BOG,120,39,150057
KAZ,BOG,21490,3352,13404765
KAZ,BOG,285650,40877,163445894
KAZ,BOG,104,320,1279323
KAZ,BOG,3200,544,2139329
KAZ,BOG,35729,17126,66676939
KAZ,BOG,55925,8711,34690562
KAZ,BOG,218188,37150,146634676
KAZ,BOG,3498,3037,11765577
KAZ,BOG,480,278,1077812
KAZ,BOG,2580,959,3772856
KAZ,BOG,12,116,447540
KAZ,BOG,216,4525,17899249
KEN,BOG,6798,4387,17539864
KGZ,BOG,6810,6027,23847393
KGZ,BOG,350,228,900163
KGZ,BOG,11650,9753,38588297
KGZ,BOG,1430,387,1541479
KGZ,BOG,2545,2675,10584333
KGZ,BOG,150,2,5767
KGZ,BOG,660,420,1679962
KGZ,BOG,380,245,967823
KGZ,BOG,14450,2366,9459880
KGZ,BOG,2000,380,1513597
KGZ,BOG,2650,2786,11095064
KGZ,BOG,2500,462,1841906
KGZ,BOG,3000,555,2210288
KGZ,BOG,116,611,2442090
KGZ,BOG,965,2921,11678448
KGZ,BOG,678,3076,12300017
KGZ,BOG,1000,185,736762
KGZ,BOG,3200,301,1210182
KGZ,BOG,2500,425,1671351
KGZ,BOG,900,270,1077538
KGZ,BOG,24300,7290,29093515
KGZ,BOG,5400,864,3454713
KWT,BOG,12,720,2879590
KWT,BOG,5,1220,4879305
KWT,BOG,5,1240,4959293
KWT,BOG,6,984,3935439
KWT,BOG,6,1176,4703330
KWT,BOG,5,640,2559635
KWT,BOG,2590,1637,6516583
KWT,BOG,384,300,1198629
KWT,BOG,28415,17581,69373866
KWT,BOG,10,2043,7808219
KWT,BOG,18850,3282,12852399
KWT,BOG,600,180,704777
KWT,BOG,300,750,2998882
KWT,BOG,4176,12528,50093333
KWT,BOG,350,715,2858935
KWT,BOG,660,1353,5352306
KWT,BOG,832,2662,10532135
KWT,BOG,90,428,1691139
KWT,BOG,80,231,913017
KWT,BOG,135,518,2047168
KWT,BOG,24,118,466794
KWT,BOG,90,283,1081411
KWT,BOG,150,517,1974318
KWT,BOG,170,867,3313220
KWT,BOG,60,295,1127352
KWT,BOG,80,297,1136181
KWT,BOG,75,415,1585960
KWT,BOG,60,310,1184644
KWT,BOG,3850,693,2771605
KWT,BOG,120,30,119983
KWT,BOG,2400,480,1919726
KWT,BOG,1728,1949,7492766
KWT,BOG,55000,6545,25896994
KWT,BOG,44600,6520,26070285
KWT,BOG,18025,4506,17826184
KWT,BOG,26900,5823,23283324
KWT,BOG,1170,7330,29246304
KWT,BOG,1770,12538,50018633
KWT,BOG,556,4802,19162999
KWT,BOG,400,778,3106742
KWT,BOG,22,294,1170855
KWT,BOG,440,3359,13401910
KWT,BOG,3000,22437,89512407
KWT,BOG,472,3262,13013085
KWT,BOG,360,2948,11752210
KWT,BOG,3592,6840,27064238
LVA,BOG,21000,6260,24980913
LVA,BOG,4950,792,3167929
LVA,BOG,48600,7771,31085221
LVA,BOG,6300,850,3292668
LVA,BOG,24550,3462,13401218
LVA,BOG,100,31,118466
LVA,BOG,200,54,210607
LBN,BOG,6,41,163970
LBN,BOG,60,473,1887057
LBN,BOG,712,6319,25209169
LBN,BOG,44,377,1504858
LBN,BOG,8,64,253735
LBN,BOG,160,1203,4799429
LBN,BOG,5,34,135246
LBN,BOG,75,601,2398478
LBN,BOG,2,18,73009
LBN,BOG,38,387,1543956
LBN,BOG,48,434,1731465
LBN,BOG,2,19,76200
LTU,BOG,15500,5340,21483941
MYS,BOG,11535,4813,19249257
MYS,BOG,150,2,5984
MYS,BOG,3200,704,2785559
MYS,BOG,430,43,170103
MYS,BOG,135,14,53404
MYS,BOG,444,1128,4366996
MYS,BOG,1212,22552,87307469
MYS,BOG,20,79,313821
MYS,BOG,10,37,146954
MYS,BOG,2,7,27439
MYS,BOG,780,3949,15728486
MYS,BOG,10,37,146954
MYS,BOG,267,2189,8718290
MYS,BOG,20,84,333734
MYS,BOG,12,38,152331
MYS,BOG,900,225,883298
MYS,BOG,16500,2991,11832312
MYS,BOG,650,128,490213
MYS,BOG,1800,67224,268282438
MYS,BOG,360,2838,11302335
MAR,BOG,3280,2630,10473577
MAR,BOG,15250,3812,15249657
MAR,BOG,111600,3906,15540498
MTQ,BOG,7025,5920,23202451
MTQ,BOG,740,222,869225
MTQ,BOG,2100,555,2175134
MTQ,BOG,6054,1786,7006989
MTQ,BOG,1700,580,2273433
MTQ,BOG,820,287,1123728
MTQ,BOG,550,192,753720
MTQ,BOG,60,27,106462
MTQ,BOG,2192,1636,6424439
MTQ,BOG,63,728,2861255
MUS,BOG,5,5380,21282634
MEX,BOG,2604,15204,60034115
MEX,BOG,1,23,93565
MEX,BOG,8,523,2092020
MEX,BOG,10,654,2615026
MEX,BOG,35,245,979860
MEX,BOG,57,1055,4219799
MEX,BOG,929,30216,120837453
MEX,BOG,4,312,1247535
MEX,BOG,46,3143,12567594
MEX,BOG,8,418,1669778
MEX,BOG,1,20,79170
MEX,BOG,9,371,1482648
MEX,BOG,128,4610,18283841
MEX,BOG,38,1592,6367699
MEX,BOG,16,411,1631299
MEX,BOG,8,337,1345898
MEX,BOG,39,1825,7299544
MEX,BOG,29,965,3860162
MEX,BOG,6,277,1108387
MEX,BOG,74,4528,18106092
MEX,BOG,3,274,1093992
MEX,BOG,5,171,683745
MEX,BOG,193,7344,29056665
MEX,BOG,1557,9886,39158492
MEX,BOG,1,21,83969
MEX,BOG,25,587,2347125
MEX,BOG,1336,20608,82086309
MEX,BOG,46,122,486709
MEX,BOG,253,678,2713059
MEX,BOG,4,3,13480
MEX,BOG,17,5793,22681264
MEX,BOG,1,276,1079445
MEX,BOG,2,566,2217425
MEX,BOG,1,64,251449
MEX,BOG,1,132,514879
MEX,BOG,200000,8800,35194984
MEX,BOG,244,156491,627292644
MEX,BOG,5000,6750,26886262
MEX,BOG,500,3324,13239513
MEX,BOG,210,1224,4874858
MEX,BOG,9,806,3230687
MEX,BOG,12700,38300,149960969
MEX,BOG,58,28397,109937720
MEX,BOG,333,22005,87987213
MEX,BOG,18,4138,16202049
MEX,BOG,52,46312,181333117
MEX,BOG,1,21809,87038299
MEX,BOG,0,3,11466
MEX,BOG,36,30,114662
MEX,BOG,45,450,1719922
MEX,BOG,14,318,1215412
MEX,BOG,1,4,13377
MEX,BOG,85,3400,13617169
MEX,BOG,2500,9356,36892132
MEX,BOG,1800,11390,46074247
MEX,BOG,100,58380,233433014
MEX,BOG,1,11393,44107430
MEX,BOG,1445,11853,46736735
MEX,BOG,4,1413,5627551
MEX,BOG,5,7957,31687797
MEX,BOG,1,351,1374551
MEX,BOG,1,9153,35837931
MEX,BOG,1,1242,4863708
MEX,BOG,11,18900,73171334
MEX,BOG,1465,21797,86805955
MEX,BOG,8,208,829028
MEX,BOG,190,2426,9676693
MEX,BOG,25,308,1229542
MEX,BOG,2,3943,15568027
MEX,BOG,1,11500,45146355
MEX,BOG,3,27663,111293213
MEX,BOG,1911,5277,20422476
MEX,BOG,5420,13891,54834300
MEX,BOG,31,63,251894
MEX,BOG,187,566,2256216
MEX,BOG,14345,28434,110879909
MEX,BOG,8,17,69670
MEX,BOG,432,1020,3978874
MEX,BOG,433,1099,4200089
MEX,BOG,194,581,2312378
MEX,BOG,186,488,1934958
MEX,BOG,2270,12327,49267925
MEX,BOG,687,12923,50926594
MEX,BOG,39,428,1711676
MEX,BOG,466,6014,23777931
MEX,BOG,637,8571,33701466
MEX,BOG,457,2687,10703122
MEX,BOG,552,353412,1395112211
MEX,BOG,415,37900,152266816
MEX,BOG,50,25953,102061682
MEX,BOG,1261,4043,15943011
MEX,BOG,366,1093,4355136
MEX,BOG,552,2148,8556045
MEX,BOG,750,1659,6606134
MEX,BOG,520,1155,4598626
MEX,BOG,15,58,230863
MEX,BOG,237,1047,4171155
MEX,BOG,14,43,169523
MEX,BOG,6,39,154865
MEX,BOG,637,6948,27673612
MEX,BOG,2810,8167,32529749
MEX,BOG,5,964,3798213
MEX,BOG,225,20585,80952365
MEX,BOG,675,14315,56048323
MEX,BOG,667,1347,5377671
MEX,BOG,19414,40110,157672985
MEX,BOG,12,36,139372
MEX,BOG,477,1260,4986902
MEX,BOG,10214,25466,100881887
MEX,BOG,594,11227,44597026
MEX,BOG,3521,44600,176473316
MEX,BOG,586,9485,37530264
MEX,BOG,1300,55800,223169794
MEX,BOG,153,12676,49742564
MEX,BOG,34023,8000,31462490
MEX,BOG,450,6740,26846431
MEX,BOG,9,1388,5526316
MEX,BOG,234,5052,20122874
MEX,BOG,69,3177,12654468
MEX,BOG,493,4594,18298591
MEX,BOG,822,16277,64834529
MEX,BOG,291,10422,40807199
MEX,BOG,11,6730,26350844
MEX,BOG,119978,5589,22035741
MEX,BOG,52,334,1334863
MEX,BOG,603,8962,35090828
MEX,BOG,17,43,167401
MEX,BOG,83,154,587220
MEX,BOG,1721,5350,20726428
MEX,BOG,255,416,1639042
MEX,BOG,313,667,2623313
MEX,BOG,3,8,31476
MEX,BOG,433,1144,4498976
MEX,BOG,249,636,2543677
MEX,BOG,132,597,2387221
MEX,BOG,11,136,540354
MEX,BOG,2,23,93206
MEX,BOG,770,6174,24622423
MEX,BOG,9,94,368436
MEX,BOG,43,386,1537212
MEX,BOG,435,2536,10063792
MEX,BOG,11064,61275,239917503
MEX,BOG,666,3591,14058900
MEX,BOG,246,4207,16757112
MEX,BOG,11334,151879,603456342
MEX,BOG,114,1407,5610264
MEX,BOG,1,768,2973274
MEX,BOG,3300,8910,35484075
MEX,BOG,2,1209,4835891
MEX,BOG,1,30638,117099968
MEX,BOG,9,822,3287926
MEX,BOG,2,737,2851555
MEX,BOG,31,2623,10491764
MEX,BOG,35,15050,59082838
MEX,BOG,2,6176,24703444
MEX,BOG,1,1560,6239860
MEX,BOG,3,1914,7409955
MEX,BOG,272,8096,31838249
MEX,BOG,28,11325,45101812
MEX,BOG,8,1928,7464156
MEX,BOG,4,1344,5203229
MEX,BOG,3,2514,10055774
MEX,BOG,8,9182,36300686
MEX,BOG,813,1902,7582293
MEX,BOG,3037,7852,31125010
MEX,BOG,201,589,2316571
MEX,BOG,5170,10491,41437198
MEX,BOG,306,734,2936506
MEX,BOG,119,341,1341615
MEX,BOG,227,1093,4371331
MEX,BOG,293,5314,21054936
MEX,BOG,6,155,610102
MEX,BOG,179,2365,9388761
MEX,BOG,100,1491,5911274
MEX,BOG,16,224,895760
MEX,BOG,659,5299,21140466
MEX,BOG,1,123,494855
MEX,BOG,30,63,240101
MEX,BOG,767,1595,6095788
MEX,BOG,20,2380,9629646
MEX,BOG,177,283,1127311
MEX,BOG,1,6,24935
MEX,BOG,6,168,669727
MEX,BOG,11,775,3041861
MEX,BOG,1,5,19954
MEX,BOG,82,504,1972241
MEX,BOG,26,160,624903
MEX,BOG,51,319,1249805
MEX,BOG,2,2937,11501067
MEX,BOG,20111,46265,177878597
MEX,BOG,11000,34880,140329565
MEX,BOG,5687,29367,116881460
MEX,BOG,18,651,2548906
MEX,BOG,17152,12162,47084575
MEX,BOG,14285,2206,8786869
MEX,BOG,0,15,58183
MEX,BOG,32,14,54894
MEX,BOG,15,48,187941
MEX,BOG,2239,27169,107071025
MEX,BOG,2,50,195615
MEX,BOG,71,867,3395852
MEX,BOG,609,15109,59158937
MEX,BOG,105,2399,9394135
MEX,BOG,69,611,2392406
MEX,BOG,800,320,1252938
MEX,BOG,4149,10316,40734402
MEX,BOG,1586,3774,14902303
MEX,BOG,2023,4102,16197938
MEX,BOG,651,1938,7652507
MEX,BOG,76,310,1225271
MEX,BOG,531,10861,42884185
MEX,BOG,743,9353,36929076
MEX,BOG,89,933,3682685
MEX,BOG,31,73,289981
MEX,BOG,8,2295,9175781
MEX,BOG,221,151075,597458858
MEX,BOG,3,1778,7034605
MEX,BOG,3,449,1768042
MEX,BOG,770,14147,55536887
MEX,BOG,100,62547,248176985
MEX,BOG,250,17325,68408456
MEX,BOG,1,819,3206737
MEX,BOG,236,17754,70128417
MEX,BOG,194,10392,40865745
MEX,BOG,328,1026,4103031
MEX,BOG,1380,9110,36425746
MEX,BOG,452,6531,25840452
MEX,BOG,28,19918,78537271
MEX,BOG,18,612,2477131
MEX,BOG,22,748,3027604
MEX,BOG,1000,45000,182034900
MEX,BOG,1,2035,8136968
MEX,BOG,9,1428,5492234
MEX,BOG,1,99,380905
MEX,BOG,185,14620,56212353
MEX,BOG,2,3650,14596320
MEX,BOG,1,5,19997
MEX,BOG,1,5151,20258462
MEX,BOG,25,18441,74414768
MEX,BOG,102,2125,8464194
MEX,BOG,1850,3847,15169507
MEX,BOG,5589,11625,45836580
MEX,BOG,165,1245,4978505
MEX,BOG,292,8884,35742157
MEX,BOG,2,66,264083
MEX,BOG,48,54058,215721656
MEX,BOG,2267,129406,515443186
