DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
ESP,CTG,26470,36318,148625282
USA,BAQ,21251339,8467269,34183239895
USA,BAQ,23470,33562,138161405
USA,BAQ,377208,354816,1433563263
USA,BAQ,4061,19484,79735653
USA,BAQ,2573,24220,99116069
USA,BAQ,327806,60509,244290263
USA,BAQ,23820,31500,127171485
USA,BAQ,1696,9441,38633846
USA,BAQ,2901,7222,29364274
USA,BAQ,3078,9392,38186794
USA,BAQ,18186,38137,155056911
USA,BAQ,43861,144549,587704618
USA,BAQ,1109,2774,11277200
USA,BAQ,227540,8913,36690343
USA,BAQ,50,7,28461
USA,BAQ,4,10,40658
USA,BAQ,15,4,16263
USA,BAQ,37226,29684,118800962
USA,BAQ,112626,89010,362932934
USA,BAQ,14735,30111,119347056
USA,BAQ,502496,461568,1869624416
USA,BAQ,20196,9180,37061404
USA,BAQ,14568,24777,100092473
USA,BAQ,12466,67514,272530963
USA,BAQ,222600,30554,125814241
USA,BAQ,633924,130649,517836378
USA,BAQ,169672,154404,630338615
USA,BAQ,270,1344,5534549
USA,BAQ,8365,25204,101378566
USA,BAQ,1109,2785,11073909
USA,BAQ,554,1659,6595907
USA,BAQ,554,1488,5917777
USA,BAQ,6747,14730,58577024
USA,BAQ,14206,51775,205900374
USA,BAQ,554,1387,5515241
USA,BAQ,13195,16327,67210742
USA,BAQ,489,1653,6574910
USA,BAQ,2660,4888,19440385
USA,BAQ,18346,54158,215377303
USA,BAQ,12160,57274,227767943
USA,BAQ,42200,7299,29539370
USA,BAQ,223285,2580058,10409211261
USA,BAQ,4620,276185,1098345385
USA,BAQ,24970,8788,34831378
USA,BAQ,24,41318,164313087
USA,BAQ,3255000,22717,89909848
USA,BAQ,18592,46388,190960377
USA,BAQ,36740,384331,1559204705
USA,BAQ,1540,92062,368713113
USA,BAQ,10351000,123637,493979583
USA,BAQ,18066,48720,200560265
USA,BAQ,445,44,175725
USA,BAQ,137568,354250,1445174941
USA,BAQ,51023,795737,3211123063
USA,BAQ,4210,72469,292569992
USA,BAQ,138605000,607073,2454985941
USA,BAQ,5355,605973,2455819162
USA,BAQ,151,23083,94463417
USA,BAQ,1421,418880,1712485075
USA,BAQ,67899,376400,1519619581
USA,BAQ,96642,546691,2215656271
USA,BAQ,644735,6830714,27542489807
USA,BAQ,7461,276756,1105347295
USA,BAQ,2495,127669,507496679
USA,BAQ,44800,71375,293821611
USA,BAQ,24598,39525,158299996
USA,BAQ,18850,35280,142863403
USA,BAQ,70,8797,35716246
USA,BAQ,51,6998,28028051
USA,BAQ,10537,22248,89744650
USA,BAQ,336,3619,14808505
USA,BAQ,9270,121142,481563741
USA,BAQ,13829,278803,1111526324
USA,BAQ,3,10928,43766855
USA,BAQ,12,2969,11891063
USA,BAQ,18384,47802,195622541
USA,BAQ,19000,649040,2635199756
USA,BAQ,887700,110277,442265439
USA,BAQ,3034,378452,1520961348
USA,BAQ,1,60,244721
USA,BAQ,359,113242,456553551
USA,BAQ,14050,82581,329801497
USA,BAQ,14573,85565,341870583
USA,BAQ,501310,5343279,21472586520
USA,BAQ,338,25107,101277370
USA,BAQ,263,52154,209659272
USA,BAQ,415,35383,143283130
USA,BAQ,1600000,30,123498
USA,BAQ,256,40,159004
USA,BAQ,9,15,61359
USA,BAQ,3,5,20583
USA,BAQ,14,15,60668
USA,BAQ,18,20,79502
USA,BAQ,8685,850,3456356
USA,BAQ,187,180,721978
USA,BAQ,16,394,1567457
USA,BAQ,6,694,2758355
USA,BAQ,634,7601,30216289
USA,BAQ,13,515,2047529
USA,BAQ,58,8170,32477638
USA,BAQ,8588,50185,203760414
USA,BAQ,2,127,504399
USA,BAQ,9,2340,9301909
USA,BAQ,457,1912,7599259
USA,BAQ,3,917,3645158
USA,BAQ,45,4487,17836944
USA,BAQ,72,40979,162895173
USA,BAQ,48,15474,61512172
USA,BAQ,80,4266,16956263
USA,BAQ,1,2507,9966982
USA,BAQ,82,1766,7021042
USA,BAQ,183,30806,122458054
USA,BAQ,132,15037,59771560
USA,BAQ,14,265,1053041
USA,BAQ,170,4486,17831618
USA,BAQ,1,75,296502
USA,BAQ,1,273,1086591
USA,BAQ,2,3473,13805011
USA,BAQ,1,111,441434
USA,BAQ,76,5190,20630836
USA,BAQ,2,209,832702
USA,BAQ,2,113,448032
USA,BAQ,150,17044,67749963
USA,BAQ,4,230,915702
USA,BAQ,4,1596,6342256
USA,BAQ,649,2928,11638428
USA,BAQ,1,129,511872
USA,BAQ,4,239,950206
USA,BAQ,78,4922,19564121
USA,BAQ,121,34484,137078037
USA,BAQ,1,86,342255
USA,BAQ,2,105,417345
USA,BAQ,1,833,3310057
USA,BAQ,625,4786,19025934
USA,BAQ,4,1571,6243276
USA,BAQ,1,883,3511674
USA,BAQ,27,3917,15568559
USA,BAQ,17,674,2677581
USA,BAQ,75,37820,150338500
USA,BAQ,95,22057,87678799
USA,BAQ,9365,68040,278442133
USA,BAQ,1295,34941,141627057
USA,BAQ,766,2269,9212480
USA,BAQ,1054,1500,6090225
USA,BAQ,8870,33590,136299357
USA,BAQ,3295,75000,302537250
USA,BAQ,1575,2729,10899054
USA,BAQ,106296,317773,1273983554
USA,BAQ,117510000,497153,2025457329
USA,BAQ,915800,113571,458147793
USA,BAQ,871,99091,395449088
USA,BAQ,396,144202,586253787
USA,BAQ,395018,4214037,17148268664
USA,BAQ,11929,638582,2601721203
USA,BAQ,141615,92305,379983116
USA,BAQ,7900,18488,76109080
USA,BAQ,22400,35675,144287894
USA,BAQ,44452,28200,112784530
USA,BAQ,19958,94248,383470293
USA,BAQ,18160,7529,30812953
USA,BAQ,9033,24360,97193720
USA,BAQ,19280,83889,335979637
USA,BAQ,15,7185,28983069
USA,BAQ,47,12471,50305894
USA,BAQ,10,1110,4477551
USA,BAQ,2,2,8068
USA,BAQ,2134,146525,588714009
USA,BAQ,19000,541500,2198571225
USA,BAQ,1115600,149225,601726110
USA,BAQ,625,62406,247434532
USA,BAQ,22,2006,7937347
USA,BAQ,10,1926,7633638
USA,BAQ,413630,4630765,18872725271
USA,BAQ,1377646,1399909,5691735037
USA,BAQ,2885,8299,33962247
USA,BAQ,9033,22330,89094244
USA,BAQ,14260,93947,382769694
USA,BAQ,1250000,30,121708
USA,BAQ,282,80,325578
USA,BAQ,7,11,45257
USA,BAQ,755,150,617488
USA,BAQ,2,130,517567
USA,BAQ,150,50,197888
USA,BAQ,2,50,197888
USA,BAQ,17,920,3641148
USA,BAQ,1,250,989442
USA,BAQ,7,800,3166216
USA,BAQ,3,500,1978885
USA,BAQ,4,430,1701841
USA,BAQ,7785,40219,159284545
USA,BAQ,275,338,1353087
USA,BAQ,520,36008,146198084
USA,BAQ,504328,907229,3668314606
USA,BAQ,24732,24840,102198964
USA,BAQ,303791000,1280818,5190875473
USA,BAQ,16851,58718,237636465
USA,BAQ,990050,114972,462732050
USA,BAQ,8280,46710,191152734
USA,BAQ,8107,950019,3830325174
USA,BAQ,292,14700,58546292
USA,BAQ,2273,671401,2711490961
USA,BAQ,59046,349159,1415267477
USA,BAQ,64595,407985,1652120963
USA,BAQ,1084805,11398714,46073023023
USA,BAQ,7957,207510,835387000
USA,BAQ,3056,146820,593409431
USA,BAQ,1814,47561,193631547
USA,BAQ,468,1479,5985676
USA,BAQ,9222,44413,179745511
USA,BAQ,134400,280635,1145206773
USA,BAQ,22226,14800,58660836
USA,BAQ,24598,39525,157184601
USA,BAQ,16690,47890,193341029
USA,BAQ,9979,47124,193990187
USA,BAQ,20000,5250,21617978
USA,BAQ,195,31636,127603530
USA,BAQ,41,71410,283986303
USA,BAQ,18066,41390,164858232
USA,BAQ,23240,174069,711788233
USA,BAQ,8305,300334,1197174899
USA,BAQ,93,34341,138980509
USA,BAQ,39,37598,152164780
USA,BAQ,1,158,638432
USA,BAQ,43,28845,116737350
USA,BAQ,1,565,2287953
USA,BAQ,1,6306,25522209
USA,BAQ,4,527,2131370
USA,BAQ,10,15331,62047336
USA,BAQ,15,10926,44217591
USA,BAQ,1,1375,5565505
USA,BAQ,7,8682,35137171
USA,BAQ,11,14653,59303436
USA,BAQ,1,1344,5439478
USA,BAQ,2,1077,4358130
USA,BAQ,11,915,3702580
USA,BAQ,11,11223,45422132
USA,BAQ,1,830,3360639
USA,BAQ,1,1660,6719012
USA,BAQ,1,920,3722572
USA,BAQ,5,6000,24280879
USA,BAQ,12,7211,29182496
USA,BAQ,13,7070,28613068
USA,BAQ,3,1399,5661138
USA,BAQ,1,8913,36070232
USA,BAQ,8,1357,5490148
USA,BAQ,51,6104,24353491
USA,BAQ,4,4067,16226883
USA,BAQ,21,4046,16142696
USA,BAQ,58864,106621,428146395
USA,BAQ,17860,525601,2164271670
USA,BAQ,2399450,291029,1185454819
USA,BAQ,5880,630404,2541525682
USA,BAQ,312,13770,54839375
USA,BAQ,729,186741,752321014
USA,BAQ,21586,135575,549607477
USA,BAQ,35394,189503,769579454
USA,BAQ,860625,8899562,35980046062
USA,BAQ,24970,6990,28780734
USA,BAQ,330,70061,280242176
USA,BAQ,1542,4342,17874234
USA,BAQ,27518,217121,882766724
USA,BAQ,9815,110228,447842903
USA,BAQ,1200000,30,121116
USA,BAQ,265,40,164664
USA,BAQ,16,27,110545
USA,BAQ,98,116,470280
USA,BAQ,7485,850,3493448
USA,BAQ,115,140,554088
USA,BAQ,4375,13642,55605191
USA,BAQ,18740,85551,342215180
USA,BAQ,400,7800,31121142
USA,BAQ,4,30000,123428700
USA,BAQ,370,10206,41437891
USA,BAQ,235,3995,16017625
USA,BAQ,1369,40190,160384978
USA,BAQ,761,7792,30985787
USA,BAQ,16,21678,86211051
USA,BAQ,2,5311,21121554
USA,BAQ,1,2246,8931466
USA,BAQ,25,215,869570
USA,BAQ,50,1573,6413813
USA,BAQ,1,129,511620
USA,BAQ,7,85096,348242878
USA,BAQ,12,22735,91911158
USA,BAQ,1,4444,17673833
USA,BAQ,1,2067,8427457
USA,BAQ,6720,27432,108569547
USA,BAQ,3250,260,1050109
USA,BAQ,21750,1740,7033055
USA,BAQ,8661,35190,142257352
USA,BAQ,187,1440,5820800
USA,BAQ,3966,9653,39738596
USA,BAQ,3966,9697,38836907
USA,BAQ,10070,22349,91154507
USA,BAQ,3000,6075,24860905
USA,BAQ,6000,13950,57088004
USA,BAQ,2400,7258,29700494
USA,BAQ,9200,27036,110640234
USA,BAQ,2983,11766,47552618
USA,BAQ,21677,71811,291635102
USA,BAQ,24050,1592,6438536
USA,BAQ,34,178920,732199684
USA,BAQ,20755,64240,261935072
USA,BAQ,6600,11665,46950162
USA,BAQ,2400,4724,19331348
USA,BAQ,1738,5201,21080305
USA,BAQ,10800,21060,85023221
USA,BAQ,534,974,3862103
USA,BAQ,5090,9142,37026079
USA,BAQ,105152,220243,884613581
USA,BAQ,9216,21266,86342825
USA,BAQ,11264,33620,136501593
USA,BAQ,37419,571401,2315865843
USA,BAQ,4017,22720,93528925
USA,BAQ,3396,8330,34088086
USA,BAQ,999,2568,10511150
USA,BAQ,1090,2831,11649201
USA,BAQ,26000,14914,60356980
USA,BAQ,1808,9320,36885031
USA,BAQ,979,7148,28291011
USA,BAQ,477,6144,24315470
USA,BAQ,5331,47514,192477487
USA,BAQ,15603,31560,128309807
USA,BAQ,16078,37325,151767301
USA,BAQ,2058,3480,14241513
USA,BAQ,1223,4904,19409973
USA,BAQ,10580,28834,114117272
USA,BAQ,3600,7578,31195519
USA,BAQ,1200,1934,7960662
USA,BAQ,6000,14946,61526554
USA,BAQ,2400,7307,30079100
USA,BAQ,3933,10340,41961553
USA,BAQ,162294,344304,1391366697
USA,BAQ,9,5065,20208793
USA,BAQ,1,200,797978
USA,BAQ,14678,91548,374644136
USA,BAQ,164,16934,69728972
USA,BAQ,93,102,419174
USA,BAQ,12,8,32739
USA,BAQ,33,3,12134
USA,BAQ,30240,139316,555854238
USA,BAQ,30240,96853,385170714
USA,BAQ,23380,30422,125268974
USA,BAQ,48192,70330,287834137
USA,BAQ,134,3638,14770826
USA,BAQ,36,828,3361804
USA,BAQ,846,23637,95969522
USA,BAQ,39800,114102,453764761
USA,BAQ,1,7000,27837880
USA,BAQ,1,5000,19884200
USA,BAQ,19626,68460,274882024
USA,BAQ,543,5526,22750170
USA,BAQ,62586,62458,253588524
USA,BAQ,12480,2496,10214456
USA,BAQ,21157,73716,293473576
USA,BAQ,47253,48535,196426524
USA,BAQ,549,1090,4412159
USA,BAQ,18240,142488,583106280
USA,BAQ,24000,40600,165544064
USA,BAQ,8790,7325,29740599
USA,BAQ,9137,4860,19732329
USA,BAQ,21451,27625,112315822
USA,BAQ,45360,54000,219552660
USA,BAQ,4927,178602,721050208
USA,BAQ,24000,42350,172679584
USA,BAQ,27555,22962,93129919
USA,BAQ,25380,13500,54594934
USA,BAQ,6306,185442,742604487
USA,BAQ,109,3055,12579604
USA,BAQ,1669,43998,181171005
USA,BAQ,5847,166386,660265113
USA,BAQ,336,9520,39200599
USA,BAQ,2094,52682,216930845
USA,BAQ,1,30000,122323200
USA,BAQ,4,20000,81090400
USA,BAQ,119000,107338,435463826
USA,BAQ,18744,18951,75003699
USA,BAQ,113260,138600,554662458
USA,BAQ,47160,39600,156957372
USA,BAQ,45640,60200,238606914
USA,BAQ,23580,19800,78478686
USA,BAQ,90160,106400,421723848
USA,BAQ,22400,13020,53612584
USA,BAQ,17694,147975,588213545
USA,BAQ,23100,28700,117449871
USA,BAQ,23535,36720,149723597
USA,BAQ,17691,151202,610432373
USA,BAQ,23100,43400,178660006
USA,BAQ,47069,73469,298632245
USA,BAQ,1012818,1125724,4481135317
USA,BAQ,1513178,1680524,6689610237
USA,BAQ,96528,168902,689098086
USA,BAQ,2736,30427,124517161
USA,BAQ,223106,247390,1011130609
USA,BAQ,392859,583896,2358615938
USA,BAQ,615,499472,2003832431
USA,BAQ,39160,55180,220642445
USA,BAQ,2676,3744,14882737
USA,BAQ,176,2820,11209754
USA,BAQ,65600,121400,489706962
USA,BAQ,22400,35000,139128150
USA,BAQ,20070,20388,82712893
USA,BAQ,115075,124297,504629273
USA,BAQ,23520,28224,114225633
USA,BAQ,66080,67348,275268783
USA,BAQ,17660,49032,199353815
USA,BOG,1,68666,278574937
USA,BOG,36,5062,20063908
USA,BOG,2,2695,10682059
USA,CTG,360000,34690,138933929
USA,CTG,10201,16800,67824792
USA,CTG,134593,198475,812226465
USA,CTG,1144400,82565,327252712
USA,CTG,41040,45965,189269717
USA,CTG,1380000,24656,101527905
USA,CTG,49760,60075,247372252
USA,CTG,21700,18272,73708159
USA,CTG,1920000,25609,104120653
USA,CTG,190884,270407,1084303306
USA,CTG,73172,103821,425612156
USA,CTG,382384,761796,3092879316
USA,CTG,350600,48628,196804848
USA,CTG,39917,40320,162194861
USA,CTG,9000,900,3561993
USA,CTG,20939,17986,72745770
USA,CTG,10,102,417172
USA,CTG,200,228,902372
USA,CTG,21,4384,17938810
USA,CTG,1,306,1251516
USA,CTG,20,4202,17196216
USA,CTG,6,836,3420901
USA,CTG,1,408,1668729
USA,CTG,3,1835,7509262
USA,CTG,9,3068,12557151
USA,CTG,1,41,166885
USA,CTG,2120960,253845,1004659334
USA,CTG,3711000,65473,263753848
USA,CTG,2,15,59367
USA,CTG,10201,16800,69158712
USA,CTG,12899,56933,229657761
USA,CTG,31920,106430,431613059
USA,CTG,15268,77504,310408170
USA,CTG,3455000,22609,91441477
USA,CTG,1854,113944,456970015
USA,CTG,187500,442500,1753879725
USA,CTG,3157000,47433,192308268
USA,CTG,6980,7226,28722410
PHL,BAQ,23975,112784,455330316
PHL,BAQ,59975,282073,1139912154
FRA,CTG,78720,27979,114020686
FRA,CTG,177812,155907,638886460
FRA,CTG,119100,40308,165506532
FRA,CTG,18,6181,25444684
FRA,CTG,13,4441,17998662
FRA,CTG,90,60,245554
GRC,CTG,24468,51937,211771755
GTM,BAQ,152,4274,16913530
GTM,BAQ,990,31976,129517869
GTM,BAQ,1,32,127638
GTM,BAQ,12,284,1124007
GTM,BAQ,14012,33693,133349897
GTM,BAQ,214,6627,26820198
GTM,BOG,1,1210,4981074
GTM,BOG,2,1358,5590329
GTM,CTG,1245,44949,178754583
GTM,CTG,11961,17428,68977045
GTM,CTG,3570,14022,55494466
GTM,CTG,8,6,25282
GTM,CTG,24110,17600,69993577
GTM,CTG,240,2927,11601092
GTM,CTG,138,3520,13952876
GTM,CTG,3392,12590,49899959
GTM,CTG,2263,3136,12465922
GTM,CTG,2945,10849,43125274
GUY,BAQ,33,160,645950
GUY,BAQ,30,120,484463
GUY,BAQ,1200,58707,241672649
HTI,BAQ,60008,109675,451611409
HTI,BAQ,5940,16452,65489983
HTI,BAQ,2,1,5414
HTI,BAQ,22,16,64805
HTI,BAQ,0,12,46653
HTI,BAQ,0,1,2388
HTI,BAQ,26,7,29218
HTI,BAQ,0,1,3662
HTI,BAQ,2000000,219996,900296722
HTI,BAQ,1000,50,204616
HTI,BAQ,13000,222,908743
HTI,BAQ,8873,20106,82280141
HND,BAQ,1115,50770,204968944
HND,BAQ,531,23956,95568962
HND,BAQ,2364,92353,372537512
HND,BAQ,690,17593,71024992
HND,BAQ,7,6747,27237468
HND,BAQ,3233,4630,18691544
HND,CTG,20826,6862,27198216
HND,CTG,11520,18144,72155785
HND,CTG,576,907,3607789
HND,CTG,4,4,15907
HND,CTG,41652,13724,55000876
HND,CTG,4,36,143166
HND,CTG,42,17,66811
HND,CTG,20,20,79537
HND,CTG,100,20,79537
HND,CTG,100,50,198842
HND,CTG,1926,101672,411475987
HKG,BAQ,1329,50000,200225300
HKG,BAQ,478,10000,39750900
HKG,CTG,20096,104845,418321812
IND,BAQ,20381,26464,105198173
IND,BAQ,42200,53704,216790723
IND,BAQ,19896,31137,126421865
IND,BAQ,23550,24938,99132782
IND,BAQ,219458,411610,1680313760
IND,BAQ,20062,38736,153308733
IND,BAQ,44241,61542,246477921
IND,BAQ,26237,17054,68793139
IND,BAQ,66135,109758,441421733
IND,BAQ,19475,37189,152190683
IND,BAQ,13004000,1215483,4916031450
IND,BAQ,9364150,2415951,9611498962
IND,BAQ,30148900,11538071,46846298971
IND,BAQ,12011000,895852,3634153581
IND,BAQ,21284,35119,141780461
IND,CTG,20050,35359,139944016
ISR,BAQ,25650000,119320,481718197
ISR,BAQ,56,47040,193644394
ISR,BAQ,55,47505,191786711
ISR,BAQ,2625000,30,121116
ISR,CTG,27,19728,81212088
ITA,BAQ,102600,677160,2712066430
ITA,BOG,285,17000,67606280
ITA,BOG,170000,6850,28198641
ITA,CTG,2323798,100086,404066198
ITA,CTG,20,20,80744
ITA,CTG,1200,220,888182
JAM,CTG,24893,17027,70111466
JAM,CTG,24712,16903,69601693
JAM,CTG,250000,5054,20090502
JAM,CTG,6193,19407,77144174
JPN,BAQ,220000,897818,3578432387
JPN,BAQ,100000,408099,1624507446
JPN,BAQ,2560,64505,256413180
JPN,BAQ,20413,86398,346031176
JPN,BAQ,60000,245496,993549317
JPN,BAQ,31498,126579,515358363
JPN,BAQ,33954,178629,722846644
JPN,BAQ,32585,131483,530820117
MYS,BAQ,23550,33207,136735767
MYS,BAQ,12000,65160,268309984
MYS,BAQ,142367,229217,934899990
MYS,BAQ,145007,230349,924524814
MEX,BAQ,5808311,2670661,10616119425
MEX,BAQ,6933,27664,109648280
MEX,BAQ,7070,243500,983259665
MEX,BAQ,1267,171000,691685990
MEX,BAQ,913,39362,161499287
MEX,BAQ,159600,393900,1595827761
MEX,BAQ,3232,83900,334751771
MEX,BAQ,296400,744720,3023674908
MEX,BAQ,5638950,1521631,6154251432
MEX,CTG,45600,123002,492630390
MEX,CTG,60480,171716,687732082
MEX,CTG,45600,122998,488928120
MEX,CTG,3000000,12900,51350643
MEX,CTG,15852,447056,1778579264
MEX,CTG,3349200,290044,1147929025
MEX,CTG,1,9,35620
MEX,CTG,3000,20,79155
MEX,CTG,182400,454982,1847295167
MEX,CTG,1150000,9720,38525900
MEX,CTG,6260,173544,687853792
MEX,CTG,6653,8400,33912396
MEX,CTG,75000,3801,15065530
MEX,CTG,1122,43343,173592357
MEX,CTG,2320,88008,355303685
MEX,CTG,170496,145949,600977427
NIC,BAQ,23030,15238,61518701
NGA,CTG,126163,143005,583822374
NGA,CTG,23062,57478,233369302
NGA,CTG,28308,57557,233690054
NGA,CTG,109068,121026,494258566
NGA,CTG,112360,87855,356705290
NGA,CTG,26900,55050,223511258
NGA,CTG,26190,19596,80194936
NOR,BAQ,10515300,3567736,14140971932
NZL,BAQ,34875000,162961,652669584
NLD,BAQ,21090,556947,2279210917
NLD,BAQ,8458193,7924143,31991269627
NLD,CTG,26702,35828,146621923
NLD,CTG,151031,203569,825931251
NLD,CTG,90772,126275,516277749
NLD,CTG,45512,63261,257941219
NLD,CTG,26734,36000,147325803
PAN,BAQ,14856,6558,26068243
PAN,BAQ,4896,3378,13428808
PAN,BAQ,32,319,1291210
PAN,BAQ,102,2007,8117817
PAN,BAQ,25,522,2110304
PAN,BAQ,166,2664,10775343
PAN,BAQ,184,3565,14420458
PAN,BAQ,79,1892,7650272
PAN,BAQ,95,1629,6589518
PAN,BAQ,15,227,916446
PAN,BAQ,28,418,1689634
PAN,BAQ,354,4847,19603012
PAN,BAQ,448,7718,31214800
PAN,BAQ,150,2789,11281837
PAN,BAQ,372,4728,19122120
PAN,BAQ,903,10416,42125756
PAN,BAQ,14,200,809994
PAN,BAQ,57,854,3453567
PAN,BAQ,11085,56617,230551104
PAN,BAQ,20476,13008,52964434
PAN,BAQ,237552,369652,1508646932
PAN,BAQ,24069,31712,125691503
PAN,BAQ,170024,266206,1079575554
PAN,BAQ,858,14818,58901294
PAN,BAQ,1,17592,69929783
PAN,BAQ,75000,50700,201537063
PAN,BAQ,6401,28078,111613372
PAN,BAQ,630,1255,4990894
PAN,BAQ,1,65,260244
PAN,BAQ,0,1330,5289197
PAN,BAQ,985,6257,24871343
PAN,BAQ,25760,27081,109865992
PAN,BAQ,1469,21017,83545262
PAN,BAQ,51000,7253,28747773
PAN,BAQ,233,2619,10571584
PAN,BAQ,12,94,381514
PAN,BAQ,100,50,201860
PAN,BAQ,31,133,535251
PAN,BAQ,87,338,1345882
PAN,BAQ,360,961,3822539
PAN,BAQ,5523,10823,43692892
PAN,BAQ,10728,21051,85061896
PAN,BAQ,4055,10120,41057693
PAN,BAQ,53,999,4042205
PAN,BAQ,1,1,4812
PAN,BAQ,2,2,7954
PAN,BAQ,560,1674,6658821
PAN,BAQ,15,2209,8784283
PAN,BAQ,4350,28000,111302520
PAN,BAQ,204,1246,5028643
PAN,BAQ,162,7524,29909173
PAN,BAQ,160,7504,30597110
PAN,BAQ,58,545,2199178
PAN,BAQ,7426,21325,87731820
PAN,BAQ,844,4171,17120656
PAN,BAQ,10703,18738,77136663
PAN,BAQ,302,1653,6753938
PAN,BAQ,5570,59161,238843148
PAN,BAQ,7554,77632,315220920
PAN,BAQ,6,1975,7829161
PAN,BAQ,3,26,103279
PAN,BAQ,1,202,815997
PAN,BAQ,2,180,726331
PAN,BAQ,1,190,755600
PAN,BAQ,1,1979,7870166
PAN,BAQ,1,729,2897367
PAN,BAQ,1,13,53210
PAN,BAQ,1,14430,58256652
PAN,BAQ,2,1,3553
PAN,BAQ,2,485,1928767
PAN,BAQ,3,1905,7690847
PAN,BAQ,1,10,40049
PAN,BAQ,2,20,80098
PAN,BAQ,3,24,97821
PAN,BAQ,4,2,7105
PAN,BAQ,20,377,1522424
PAN,BAQ,2,57,230604
PAN,BAQ,71,438,1766472
PAN,BAQ,1,4,17723
PAN,BAQ,6,60,240294
PAN,BAQ,12,177,713371
PAN,BAQ,13,910,3673843
PAN,BAQ,145,38626,155941187
PAN,BAQ,3,268,1081805
PAN,BAQ,1,485,1928767
PAN,BAQ,9,122,493345
PAN,BAQ,20100,6030,23980345
PAN,BAQ,4,19,77310
PAN,BAQ,1,8620,35147533
PAN,BAQ,233,9992,40625374
PAN,BAQ,22,308,1252263
PAN,BAQ,12,27,105943
PAN,BAQ,26349,8750,35389462
PAN,BAQ,83,2148,8502833
PAN,BAQ,14088,75265,303525623
PAN,BAQ,19667,12807,51787584
PAN,BAQ,2,1459,5920455
PAN,BAQ,1640,10660,43465103
PAN,BAQ,9654,17660,71297421
PAN,BAQ,5438,10670,43289173
PAN,BAQ,4972,12925,52552125
PAN,BAQ,2378,58877,233717621
PAN,BAQ,14,4615,18293699
PAN,BAQ,1,8160,33273378
PAN,BAQ,91,703,2855793
PAN,BAQ,3,189900,777133467
PAN,BAQ,26349,8750,35389462
PAN,BAQ,638,1376,5630719
PAN,BAQ,77114,119844,481036395
PAN,BAQ,3937,7877,32236429
PAN,BAQ,432,938,3836969
PAN,BAQ,216,466,1908663
PAN,BAQ,2265,5969,24426627
PAN,BAQ,572,760,3111480
PAN,BAQ,2146,3495,14300729
PAN,BAQ,5779,9667,39561045
PAN,BAQ,40160,56258,227536044
PAN,BAQ,17160,36036,143779676
PAN,BAQ,75,284,1144398
PAN,BAQ,360,104,421132
PAN,BAQ,72,213,860335
PAN,BAQ,3200250,35599,140892456
PAN,BAQ,65,300,1227699
PAN,BAQ,1,1155,4726641
PAN,BAQ,61,231,930282
PAN,BAQ,328,15952,63549831
PAN,BAQ,10,36,147154
PAN,BAQ,5,18,73577
PAN,BAQ,5,18,71964
PAN,BAQ,16,12,49051
PAN,BAQ,1,3,13796
PAN,BAQ,11,13456,53777220
PAN,BAQ,11,1572,6245345
PAN,BAQ,1,700,2864631
PAN,BAQ,1,153,617176
PAN,BAQ,8,6360,25655159
PAN,BAQ,32,12,49051
PAN,BAQ,32,12,49051
PAN,BAQ,16,158,639281
PAN,BAQ,16,61,245902
PAN,BAQ,337,328,1322693
PAN,BAQ,1,16500,65303205
PAN,BAQ,16,62,252034
PAN,BAQ,837,107331,430473798
PAN,BAQ,1,4678,19143920
PAN,BAQ,6,14772,60451899
PAN,BAQ,29019,48055,196385470
PAN,BAQ,75920,32139,131524703
PAN,BAQ,209,14739,59611143
PAN,BAQ,5,13850,55259976
PAN,BAQ,12,32118,128147287
PAN,BAQ,127,53333,215704072
PAN,BAQ,6,1008,4075370
PAN,BAQ,423,179741,726966132
PAN,BAQ,439,127130,514177464
PAN,BAQ,72900,100135,405130589
PAN,BAQ,12931,17685,71397382
PAN,BAQ,17600,19888,81388259
PAN,BAQ,39,1314,5330454
PAN,BAQ,517,64889,263251145
PAN,BAQ,373,2725,11053660
PAN,BAQ,40,5605,22738662
PAN,BAQ,302,18801,76275178
PAN,BAQ,114360,146237,578770670
PAN,BAQ,25560,34100,134958888
PAN,BAQ,25000,19875,81817226
PAN,BAQ,12000,17696,70374161
PAN,BAQ,1128,10228,42116267
PAN,BAQ,3328,1894,7540185
PAN,BAQ,965,8606,34256054
PAN,BAQ,10,5,19903
PAN,BAQ,233,183889,740460042
PAN,CTG,4000,7320,29013332
PAN,CTG,8640,20650,81846135
PAN,CTG,2400,5448,21593529
PAN,CTG,8000,19552,77495721
PRY,BAQ,108,5173,20883375
PRY,CTG,900,42228,172182136
PRY,CTG,86400,255592,1021746272
PRY,CTG,64800,191694,767745972
PER,BAQ,665,20314,80645429
PER,BAQ,40000,22000,89252680
PER,BAQ,51600,44052,178857728
PER,BAQ,130000,91000,364460460
PER,BAQ,51600,41988,172847381
PER,BAQ,9811,35794,146481187
PER,BAQ,51600,41988,169372454
PER,BOG,1,10655,43874200
PER,CTG,4517,188317,759639127
PER,CTG,8770,362998,1462579107
PER,CTG,3260,101031,413453215
PER,CTG,495,47673,190043231
PER,CTG,1,2,6138
PER,CTG,2,80,327386
PER,CTG,50,100,409233
PER,CTG,6,300,1214133
POL,BAQ,50000,129801,534337499
POL,BAQ,19521300,2396240,9483766785
POL,BAQ,24417820,6959079,28146063393
